,s_id,i_id
2560,2860766352,111
2561,4092071087,4111
2562,6334176914,11
2563,745895721,1
2564,220230995,11
2565,4481558836,4111
2566,6495717817,1
2567,2919048128,1
2568,7083560388,11
2569,4621577372,111
2570,7661517324,4111
2571,9157588978,1
2572,8629472729,11
2573,4508852313,1
2574,6662416828,4111
2575,6360407738,11
2576,4545336088,111
2577,2730050121,4111
2578,947493576,11
2579,6147919262,11
2580,9264184048,111
2581,7321525864,1
2582,2850386658,1
2583,2392216336,1
2584,117113745,4111
2585,1909185559,1
2586,1873416820,111
2587,6455763927,111
2588,3196592118,11
2589,8806176271,1
2590,2693469546,111
2591,5224564235,111
2592,2905748857,11
2593,6206926199,111
2594,7043579231,1
2595,3157614889,111
2596,7720628553,111
2597,8082093724,4111
2598,3702120396,111
2599,6163931689,111
2600,9677838853,4111
2601,3046103877,1
2602,7451463590,1
2603,952183751,4111
2604,7707483577,4111
2605,7391496222,11
2606,8304349730,4111
2607,4614431523,4111
2608,5370624224,11
2609,845355126,111
2610,2254072458,4111
2611,6522275218,11
2612,1229879654,4111
2613,7232366604,11
2614,3769401904,11
2615,2574325911,4111
2616,6853742545,4111
2617,6186945860,11
2618,4218619186,1
2619,3996502031,1
2620,9802022574,11
2621,7399692131,1
2622,9787392911,11
2623,7592259769,111
2624,8111134147,4111
2625,2875920049,1
2626,2352393827,1
2627,1864005495,11
2628,6327911904,1
2629,7223336373,1
2630,4763944631,1
2631,4460578078,111
2632,3148836709,111
2633,9796173856,11
2634,3310363247,11
2635,5308715413,11
2636,3845105945,1
2637,3120096482,111
2638,3793121590,1
2639,6002251676,11
2640,61355600,11
2641,748440254,4111
2642,8413409197,11
2643,5168938311,1
2644,5728568326,11
2645,1298382666,11
2646,2310237304,4111
2647,361999195,11
2648,2575055293,11
2649,5295925910,4111
2650,2621570750,11
2651,4478490059,11
2652,4091781585,11
2653,815452800,111
2654,7124963930,11
2655,842389034,4111
2656,8811790686,111
2657,1355168980,4111
2658,5315570770,111
2659,2102144298,11
2660,7180888909,11
2661,3897254645,1
2662,718993338,4111
2663,1310083032,111
2664,7085232234,111
2665,395481081,111
2666,5398052761,111
2667,9753307027,4111
2668,1392028108,111
2669,2577901040,111
2670,3482501738,1
2671,8487593258,4111
2672,4049521487,4111
2673,3544166829,11
2674,3094246963,111
2675,3236688773,11
2676,9211457538,111
2677,1386644114,1
2678,4016038968,11
2679,4753376504,1
2680,6595390272,111
2681,9846115138,11
2682,190790069,11
2683,8953475946,111
2684,6708818256,1
2685,1675617866,1
2686,8152259259,1
2687,3781336748,111
2688,8567231465,111
2689,3601653582,111
2690,2052027238,11
2691,8552213398,111
2692,7918807757,1
2693,2301831116,1
2694,4794725770,11
2695,3404580191,1
2696,397460641,4111
2697,7806814291,111
2698,2794707211,1
2699,2990504437,1
2700,7150284631,11
2701,9122342613,11
2702,2524915444,111
2703,8775705860,111
2704,3969603859,111
2705,8028600131,4111
2706,6974035965,111
2707,3154815040,4111
2708,443397699,11
2709,5736142434,1
2710,7598611193,111
2711,4091471802,111
2712,6380542435,111
2713,7214229640,4111
2714,8875744558,1
2715,7933903743,111
2716,3986166960,11
2717,4709657905,11
2718,9334930783,1
2719,1360185412,1
2720,795388530,111
2721,7082213549,1
2722,7639900266,111
2723,6742476924,1
2724,6232384927,11
2725,9636475187,4111
2726,4282336029,11
2727,6217497153,111
2728,3927064575,111
2729,7680743543,1
2730,3128184267,111
2731,1953035212,11
2732,8980709474,4111
2733,9050107078,1
2734,5600150389,4111
2735,8583890887,4111
2736,9591290991,111
2737,7153808186,111
2738,3349121010,111
2739,8313294986,1
2740,647903861,11
2741,1720708123,11
2742,6103484603,1
2743,9593590068,1
2744,1276849983,111
2745,6354331537,4111
2746,677865858,4111
2747,3435843879,1
2748,3109465031,11
2749,6220786158,4111
2750,8746194350,1
2751,8476673333,11
2752,4936494499,111
2753,432730344,111
2754,1487077098,1
2755,8595871977,111
2756,8533448104,111
2757,5267709207,4111
2758,3968127789,111
2759,5010363701,4111
2760,3438909212,11
2761,6192264417,1
2762,6423835599,111
2763,106033876,111
2764,5110094772,111
2765,3677556720,1
2766,1656865300,11
2767,8239902021,11
2768,3557690363,1
2769,4108967903,4111
2770,3396064743,4111
2771,4141107438,11
2772,4324785830,111
2773,4816908629,1
2774,7664357444,1
2775,6421311517,4111
2776,1073709771,1
2777,762144811,4111
2778,5948504778,111
2779,8411305515,111
2780,5523347721,111
2781,195905818,11
2782,4573236781,11
2783,5737086026,111
2784,5812885658,111
2785,7633821266,1
2786,6197223297,111
2787,2248856319,4111
2788,6390130799,11
2789,412499876,111
2790,7058831476,11
2791,9537428066,1
2792,4394274839,4111
2793,8150134043,11
2794,5744331912,1
2795,1463320206,11
2796,6887384314,4111
2797,8308114846,111
2798,981894977,11
2799,9959750066,4111
2800,8487614783,4111
2801,3264823183,111
2802,7866937823,1
2803,1758751856,1
2804,4861580000,4111
2805,5473310367,1
2806,8671312395,4111
2807,3759441999,111
2808,1828763980,111
2809,9095412092,11
2810,8801595608,1
2811,7647711085,111
2812,7236196003,4111
2813,9277887219,111
2814,7994401565,1
2815,2998060488,11
2816,2367534797,1
2817,2978126698,111
2818,8484901675,111
2819,7008423368,4111
2820,229530017,1
2821,9226060619,4111
2822,1045461506,11
2823,4152869832,11
2824,5225103585,4111
2825,8263560150,1
2826,2107017467,111
2827,2076186994,11
2828,3132005658,11
2829,5813410175,1
2830,9425407326,11
2831,7050316700,111
2832,4640293173,111
2833,2346710694,111
2834,4685999646,11
2835,9758624564,4111
2836,1956328694,111
2837,8042029788,111
2838,2455183465,1
2839,6142968962,4111
2840,2945261583,111
2841,7850835301,4111
2842,4294344313,111
2843,3380852069,11
2844,3315801190,111
2845,2544742192,11
2846,5211908177,1
2847,8369827224,1
2848,4471935325,1
2849,6785604674,11
2850,2733255018,11
2851,1734917851,4111
2852,2234453654,1
2853,6766637454,11
2854,1290882664,4111
2855,6337319821,11
2856,1933608510,4111
2857,8062468062,11
2858,8737670952,11
2859,9184987307,11
2860,5694088203,4111
2861,5710037105,11
2862,7940216374,111
2863,360127777,11
2864,8577825450,4111
2865,6757477664,4111
2866,3542178443,111
2867,5248633271,1
2868,3637425415,1
2869,6309183747,1
2870,2802527372,4111
2871,749876989,4111
2872,6404628124,111
2873,8215492134,111
2874,1553816411,111
2875,6172965990,11
2876,3664099945,11
2877,9021010529,111
2878,1485782723,11
2879,7185625762,1
2880,4058126251,1
2881,6544648210,1
2882,9376060936,4111
2883,6817656312,4111
2884,5261271774,11
2885,8655387820,4111
2886,9334933113,1
2887,6596186123,1
2888,4306979103,11
2889,4897275119,4111
2890,6746001817,1
2891,8075124803,4111
2892,3936375065,1
2893,4615127360,11
2894,4213401730,11
2895,554749594,11
2896,5229508866,1
2897,2199994289,1
2898,3013249303,1
2899,3016290581,4111
2900,9147055812,1
2901,9604663471,1
2902,3670393603,4111
2903,3573094982,111
2904,6024447234,1
2905,7478132277,11
2906,5265954250,4111
2907,6063746400,11
2908,4248222610,4111
2909,4262323380,111
2910,9197628293,1
2911,1061637681,111
2912,1394396097,111
2913,9083447072,4111
2914,3248120301,11
2915,8270192181,11
2916,3877288799,11
2917,8714993119,111
2918,2328554793,11
2919,9683722192,4111
2920,3991462162,11
2921,4040827861,1
2922,5409406612,4111
2923,7857501747,111
2924,3237759513,11
2925,9173644968,111
2926,2079725671,11
2927,7504734440,4111
2928,4595184931,11
2929,9832006329,111
2930,9725576810,11
2931,1917089877,111
2932,8498629975,1
2933,9008793032,111
2934,4020353959,11
2935,7633405412,11
2936,1638303531,1
2937,5685363057,4111
2938,6706139174,1
2939,79845533,111
2940,8419425692,4111
2941,1834403037,1
2942,2131653805,1
2943,9628705319,111
2944,7584078170,4111
2945,2022666692,11
2946,7171551294,4111
2947,9718166155,111
2948,2431668731,1
2949,6036729748,1
2950,7439896135,111
2951,4780709116,111
2952,8374198032,1
2953,3445287681,11
2954,1891445686,111
2955,778690919,1
2956,6981243304,1
2957,9744312709,111
2958,7470235989,111
2959,2908853790,111
2960,168993969,4111
2961,2349645288,1
2962,3739895942,11
2963,1507654965,4111
2964,9909796067,4111
2965,2770466715,4111
2966,6026960141,111
2967,4704037392,4111
2968,5555517815,1
2969,1231842880,1
2970,947055796,11
2971,6725552000,1
2972,7153590500,1
2973,2581133630,111
2974,5492986693,11
2975,2723667357,4111
2976,4142813681,111
2977,8802895353,11
2978,4044217883,1
2979,193407190,1
2980,8587175246,1
2981,933562718,4111
2982,6398858311,111
2983,5771683576,4111
2984,4347289371,111
2985,4246777725,111
2986,3283916177,4111
2987,6629413397,1
2988,3192430905,1
2989,851637609,11
2990,2656677963,11
2991,6777943318,4111
2992,2046015252,1
2993,6146782252,1
2994,5684475913,11
2995,9978351864,1
2996,3774337738,4111
2997,5206371549,111
2998,2861068648,11
2999,901821353,111
3000,3894706065,1
3001,2326161172,4111
3002,6786539686,4111
3003,3777437791,111
3004,7487063642,1
3005,1609849229,111
3006,8016324165,1
3007,4066084618,1
3008,262321520,111
3009,4439186642,1
3010,4460219267,11
3011,2061620797,111
3012,3749327109,4111
3013,8134863622,4111
3014,2530873539,111
3015,815613237,4111
3016,1041251856,11
3017,1370043610,4111
3018,7937380502,11
3019,7318225785,111
3020,2387244786,11
3021,7468925620,1
3022,7845690132,1
3023,9717265270,11
3024,4319274416,111
3025,1112898897,11
3026,589776680,11
3027,6281312907,1
3028,8940638231,11
3029,2129313445,111
3030,7386178672,11
3031,69540778,11
3032,1159262276,11
3033,9852818569,4111
3034,2108649439,4111
3035,9126974641,11
3036,5697210584,1
3037,3594208482,4111
3038,3867921080,4111
3039,792293084,4111
3040,4275871281,4111
3041,4713439494,111
3042,9100963165,11
3043,6858157823,1
3044,3933642169,111
3045,4488813528,4111
3046,8698258162,11
3047,7892109299,4111
3048,9410469789,1
3049,4296178806,1
3050,2300471093,111
3051,1767415548,4111
3052,8354304192,1
3053,7986292449,4111
3054,2151073246,111
3055,8754579468,111
3056,2035341379,1
3057,2206996564,111
3058,8126238434,11
3059,4839872399,111
3060,7343817743,1
3061,6202281588,4111
3062,7657003469,111
3063,5431527358,111
3064,1374038297,4111
3065,5185643749,4111
3066,8461140906,1
3067,6544767853,4111
3068,5367128763,11
3069,9788852192,4111
3070,6669433067,1
3071,1907593351,111
3072,2452219637,1
3073,329552497,11
3074,7994509315,4111
3075,6853124305,4111
3076,501937416,1
3077,1628153001,1
3078,1678821719,1
3079,8076132504,1
3080,786350935,4111
3081,382647082,11
3082,8925997953,111
3083,3479941122,111
3084,6319612425,111
3085,2962291776,11
3086,2380264299,11
3087,7355580413,1
3088,8977381986,11
3089,435140708,11
3090,8964424657,11
3091,4197199069,1
3092,3495351957,1
3093,8938139526,11
3094,5787328659,1
3095,1001540829,11
3096,5774137895,11
3097,7855436889,1
3098,1992797287,1
3099,2954826040,111
3100,1968198428,11
3101,5012602106,11
3102,4209968678,111
3103,2599785360,1
3104,9082025263,111
3105,7672026244,111
3106,6560320025,11
3107,7233774762,111
3108,8771965446,111
3109,4337357782,111
3110,4469725726,1
3111,9185603118,4111
3112,7928146729,1
3113,9539735802,1
3114,7793369377,11
3115,2996631294,111
3116,6094700520,1
3117,301643561,11
3118,3056127607,11
3119,6464275970,11
3120,3198884789,11
3121,5191717027,1
3122,1664108236,1
3123,9432458211,1
3124,6137504742,4111
3125,1346677876,111
3126,8238304751,11
3127,7490574960,1
3128,212239336,11
3129,3691372678,4111
3130,7951502104,1
3131,8319007532,111
3132,1242594098,11
3133,7596474401,11
3134,2144437453,1
3135,514212315,11
3136,3694892862,1
3137,9689778647,4111
3138,8353000975,111
3139,9734831762,4111
3140,5975232034,1
3141,2659459478,4111
3142,401457528,111
3143,4159745847,1
3144,5823653288,1
3145,9711335438,1
3146,1286538686,1
3147,2901627519,111
3148,4214227548,1
3149,1469267430,111
3150,9641141688,4111
3151,2496349961,11
3152,6164386743,4111
3153,281929720,111
3154,3144785104,1
3155,178504476,11
3156,6423684192,111
3157,5411130219,4111
3158,1145010548,4111
3159,3697629625,4111
3160,7135742675,4111
3161,7744205872,111
3162,4866367902,4111
3163,4368171018,1
3164,3656124152,111
3165,3584471954,111
3166,9169891873,111
3167,6201712259,1
3168,6128683796,11
3169,1794663266,1
3170,7382301936,111
3171,7950722460,11
3172,6730289500,1
3173,8901023752,11
3174,8789134255,111
3175,7199070741,11
3176,94082917,1
3177,655449153,1
3178,1809615145,4111
3179,5993985643,11
3180,4097794074,4111
3181,7358385621,4111
3182,7180020429,4111
3183,3797658677,1
3184,3978211873,1
3185,9231950162,11
3186,7207630289,1
3187,5600695351,4111
3188,1449942506,111
3189,6028357079,4111
3190,9923351482,11
3191,2366193241,11
3192,9447576664,1
3193,4136687712,11
3194,6398489046,4111
3195,4545808100,11
3196,9483644565,111
3197,3948930031,11
3198,5677472847,4111
3199,4455129557,111
3200,5866931380,11
3201,2705273496,1
3202,1603022809,111
3203,236413935,1
3204,9114512739,4111
3205,8589133575,1
3206,1751900123,1
3207,5113930447,111
3208,1035769565,1
3209,1214680803,1
3210,1717662391,4111
3211,3588977103,4111
3212,169800151,111
3213,4265572549,111
3214,2352452181,1
3215,5758941928,4111
3216,4927784272,4111
3217,3352311381,4111
3218,707221012,1
3219,9643534819,1
3220,9145780283,1
3221,9925105226,111
3222,9954604431,4111
3223,4661351483,111
3224,7638082467,4111
3225,9268806437,111
3226,1273202430,111
3227,3384501552,111
3228,293925853,4111
3229,3199354862,1
3230,7490893235,1
3231,4759179499,111
3232,3023180188,111
3233,2406500659,11
3234,3497388450,1
3235,8863507072,1
3236,4494567999,11
3237,2650430268,111
3238,1683969708,4111
3239,2321211151,1
3240,3502465831,1
3241,6823061109,111
3242,5319223080,4111
3243,8049713422,11
3244,8576053766,4111
3245,2152929148,11
3246,2822873002,1
3247,8346341677,1
3248,8509144055,1
3249,3403354623,111
3250,1297948324,1
3251,6862297130,1
3252,885435774,1
3253,2569704643,11
3254,628108717,111
3255,7582135893,11
3256,6936691283,4111
3257,7233235824,1
3258,9930598483,11
3259,6265804595,111
3260,7441252386,4111
3261,7264507898,11
3262,510452040,11
3263,8691987833,11
3264,1739107372,11
3265,1949117936,11
3266,8762726955,4111
3267,1607505020,4111
3268,4412902388,4111
3269,139018303,1
3270,3845204463,111
3271,2181159611,1
3272,9796446653,111
3273,6256660294,4111
3274,8686965525,111
3275,6583036096,4111
3276,306930907,1
3277,3601353630,11
3278,4456290734,11
3279,37518508,4111
3280,3446688491,111
3281,235795106,111
3282,4091578500,11
3283,8003651525,4111
3284,1630032606,111
3285,6805302954,4111
3286,7068099634,4111
3287,7494465746,4111
3288,5121028582,11
3289,9196807109,11
3290,415922980,1
3291,5233429182,4111
3292,1824297535,4111
3293,9736383722,111
3294,7795197322,4111
3295,7001965212,1
3296,7927135893,111
3297,8951133978,4111
3298,8606550188,1
3299,5703060072,11
3300,8974614537,111
3301,6806396002,4111
3302,3094734142,4111
3303,5613101750,4111
3304,6387316360,11
3305,7054831505,1
3306,4558745490,4111
3307,9772270510,4111
3308,2993398234,1
3309,3545884425,4111
3310,2645306983,111
3311,3023454959,4111
3312,7968074755,4111
3313,1638997769,4111
3314,344519802,111
3315,3353945554,11
3316,660790082,11
3317,7460218087,1
3318,4666699780,111
3319,7298723761,1
3320,5546367816,1
3321,9438068475,1
3322,4683431078,111
3323,621013212,4111
3324,3107415102,1
3325,6626874681,1
3326,989307558,111
3327,9545635639,111
3328,2862443029,1
3329,8083264618,4111
3330,168757259,1
3331,5577039937,111
3332,3103595833,111
3333,2313257953,111
3334,695949810,11
3335,5674105883,4111
3336,58242883,111
3337,3237321194,11
3338,7541668906,1
3339,3105175037,4111
3340,7404260175,4111
3341,8913743638,4111
3342,5839315733,111
3343,9407430258,1
3344,3022148524,111
3345,7002059261,1
3346,5656325176,1
3347,9498622857,11
3348,5592181231,11
3349,2148960346,1
3350,2631531011,111
3351,3767773050,11
3352,4423090962,11
3353,9901097978,111
3354,5045840161,4111
3355,3478181032,1
3356,9774086951,4111
3357,2100409078,11
3358,1337371261,11
3359,6146241314,11
3360,8856153898,111
3361,3114628957,4111
3362,77468675,11
3363,1983242988,111
3364,7241033422,4111
3365,3959428594,4111
3366,9284975212,111
3367,5377658836,111
3368,4036928710,1
3369,2485516275,1
3370,4567468263,4111
3371,1082065273,4111
3372,7322697333,1
3373,6200093012,4111
3374,1284361597,11
3375,3594074328,1
3376,6281676056,4111
3377,636485719,111
3378,6614258401,111
3379,7368094709,4111
3380,9092262724,111
3381,3159821180,11
3382,4807182642,111
3383,8537915601,1
3384,2523035232,11
3385,1684287232,11
3386,9341620219,4111
3387,7992260378,4111
3388,8439703612,11
3389,8784311011,4111
3390,3997102540,11
3391,2703524024,4111
3392,6864247425,11
3393,3910251658,11
3394,3665882923,1
3395,7922464641,11
3396,490092073,1
3397,5769889146,4111
3398,5896622453,111
3399,9466329569,11
3400,2211146217,1
3401,9570636132,1
3402,4549963687,11
3403,8493496973,11
3404,7216844097,1
3405,3622446777,1
3406,6141165331,111
3407,3107233023,4111
3408,5457513160,1
3409,1255321006,1
3410,8439722642,1
3411,8025795481,11
3412,5668451004,111
3413,6361697969,11
3414,8349246595,11
3415,2179412338,1
3416,4751440877,1
3417,7671579074,4111
3418,3348912810,1
3419,7642359178,11
3420,9985450089,1
3421,2332020548,111
3422,6221115267,11
3423,503947432,11
3424,5195836767,1
3425,364524917,11
3426,556456951,1
3427,9696472393,1
3428,6306011419,4111
3429,4739947932,1
3430,5249517287,11
3431,2215876746,1
3432,5401880887,11
3433,5467138262,111
3434,6567609183,4111
3435,1004716018,111
3436,5586478479,111
3437,9852411165,1
3438,5388365043,11
3439,202542120,11
3440,1049460867,4111
3441,4845537147,4111
3442,2119105578,4111
3443,1901143702,4111
3444,4344481402,1
3445,9607929946,11
3446,1261492997,11
3447,6129096898,1
3448,3864421371,11
3449,6951302337,4111
3450,6492920392,11
3451,3343210170,4111
3452,8961237812,111
3453,7277916677,1
3454,8464435928,4111
3455,8944867409,111
3456,1947302227,4111
3457,1782220606,111
3458,3736165019,111
3459,3127855102,1
3460,8134068048,111
3461,1177512598,1
3462,5286193475,4111
3463,9135502762,1
3464,4143612778,4111
3465,7362512553,11
3466,7562810012,111
3467,5635280691,1
3468,9452311358,111
3469,4158481932,1
3470,6357329681,1
3471,260030889,1
3472,3885905135,1
3473,2704902801,11
3474,3956047503,11
3475,8946545820,4111
3476,1897989056,1
3477,232249508,4111
3478,8387849909,1
3479,4206094912,1
3480,6864350819,4111
3481,8395850884,4111
3482,6402659508,111
3483,5251283153,11
3484,4155698332,111
3485,1994954935,4111
3486,7009336654,1
3487,2330032807,11
3488,5216995204,11
3489,6540513049,111
3490,1177270582,4111
3491,143873907,1
3492,9590135805,4111
3493,7293555403,4111
3494,5383929911,1
3495,6837759032,111
3496,4051111311,1
3497,6753421789,1
3498,3833110040,1
3499,9542832750,111
3500,6623444981,1
3501,8625693630,4111
3502,6672528161,4111
3503,8493989881,4111
3504,9980645593,11
3505,1718807970,111
3506,3852176950,1
3507,4016856748,11
3508,6454478089,11
3509,4332053721,11
3510,2506282467,1
3511,3177394687,111
3512,5956956393,11
3513,8638730240,4111
3514,7478807859,11
3515,3158851643,4111
3516,8902070610,4111
3517,2393961603,1
3518,3613879115,4111
3519,1057070774,4111
3520,2569660025,111
3521,5904714455,4111
3522,2917333288,111
3523,5942925320,11
3524,1657706043,4111
3525,2616730821,1
3526,5262642445,11
3527,3518503964,111
3528,7997087107,11
3529,7707347206,4111
3530,8517204968,11
3531,7130154561,11
3532,7969911535,4111
3533,558303381,4111
3534,6078002290,1
3535,9502986985,4111
3536,4758430445,111
3537,5665512799,4111
3538,4301818108,1
3539,9140443299,4111
3540,3396963807,111
3541,6062319125,1
3542,7189174528,1
3543,8528536600,11
3544,7170614332,4111
3545,8990312699,1
3546,3728268847,111
3547,8148190766,1
3548,529429821,1
3549,4996701107,1
3550,5732974547,111
3551,1430933713,1
3552,9194404931,111
3553,7341307582,11
3554,4966215212,11
3555,4490079095,4111
3556,3045996262,111
3557,8752753961,11
3558,8565789630,11
3559,2055766394,1
3560,2494531664,111
3561,3624357001,111
3562,3607282982,111
3563,6687937594,11
3564,8338997114,1
3565,9010113069,11
3566,791003862,11
3567,7540323978,4111
3568,9791834639,4111
3569,9727497810,4111
3570,4827180770,111
3571,8309031187,111
3572,7075204515,111
3573,6490860409,1
3574,2513374578,4111
3575,5305825266,1
3576,6065451390,4111
3577,281456827,11
3578,1626560878,1
3579,9647513718,11
3580,7562141248,11
3581,4890723708,11
3582,7176048488,4111
3583,785415236,11
3584,8005970759,111
3585,9022472551,11
3586,8622027247,1
3587,55742268,4111
3588,9783235845,1
3589,4047646448,11
3590,9318722706,4111
3591,2646414833,1
3592,7190230124,111
3593,6933395237,1
3594,8010053179,1
3595,2588370168,1
3596,6040685957,111
3597,7656848578,4111
3598,6482596835,1
3599,1999529791,11
3600,7142975612,111
3601,854473591,11
3602,6955406957,11
3603,5989040255,1
3604,279938414,1
3605,6174338757,4111
3606,114655390,11
3607,6345941301,111
3608,5832892719,11
3609,4728669999,11
3610,4916785698,1
3611,6130034394,1
3612,4064395764,4111
3613,6394187054,11
3614,2468177729,1
3615,3016234160,11
3616,3331390555,1
3617,7122307931,1
3618,1191737998,11
3619,2532113070,4111
3620,907118959,11
3621,5138560549,111
3622,8387721405,4111
3623,1266384072,111
3624,1565791034,1
3625,5648783250,4111
3626,9535384702,4111
3627,2160675002,11
3628,3628038203,11
3629,6569299761,1
3630,3146113463,11
3631,6165070545,4111
3632,8005998365,111
3633,2973986177,4111
3634,2891153164,111
3635,173521853,4111
3636,1520882197,4111
3637,1348849815,111
3638,4322032997,4111
3639,8094801196,11
3640,9686935840,1
3641,6808775001,4111
3642,1009878282,11
3643,6937857356,111
3644,7000274869,4111
3645,2344058756,1
3646,6035518157,4111
3647,2307425556,11
3648,180076603,1
3649,2974699226,1
3650,3399427854,111
3651,2240938958,4111
3652,205338217,11
3653,7417726208,4111
3654,8510467604,11
3655,1362621366,11
3656,5886185060,111
3657,1823905215,11
3658,8797057776,11
3659,3378853126,1
3660,3957250782,11
3661,5179911923,4111
3662,4663279916,111
3663,9617803743,4111
3664,6976554387,111
3665,5888343438,11
3666,8861949107,1
3667,9507022355,1
3668,2642590225,4111
3669,8691890016,11
3670,8040112803,111
3671,9567133361,111
3672,4898289206,4111
3673,2117695285,1
3674,3591393960,4111
3675,8877352212,4111
3676,2106063048,111
3677,8504018548,1
3678,9075197558,11
3679,3252133152,1
3680,3628344418,4111
3681,8837880139,1
3682,1442393900,11
3683,5314257659,1
3684,6353789512,4111
3685,2283807315,4111
3686,4311779448,4111
3687,8625745553,11
3688,6617824687,4111
3689,5196208677,4111
3690,3941659991,11
3691,705115985,4111
3692,3777558900,4111
3693,1967929235,111
3694,4891144177,11
3695,3238002717,111
3696,4680179390,11
3697,508713899,11
3698,6938684857,1
3699,9968345141,111
3700,8126616046,4111
3701,1817884344,4111
3702,3067085503,4111
3703,1684397843,1
3704,8992293457,1
3705,8591218201,1
3706,2793902866,111
3707,6394078069,4111
3708,1435709670,1
3709,4516860996,111
3710,4439357993,1
3711,2930998365,111
3712,9905793085,111
3713,1719469066,4111
3714,9159181847,4111
3715,5369327057,11
3716,2942212863,111
3717,2680972200,111
3718,5191353955,11
3719,6198994475,4111
3720,330725133,111
3721,221645221,111
3722,4083500221,111
3723,5803572456,111
3724,2812831960,111
3725,6774643895,1
3726,6784609136,1
3727,6459656738,11
3728,8930817316,1
3729,6324891883,111
3730,5303385606,111
3731,9835165977,111
3732,1753820768,4111
3733,4104190623,4111
3734,236323837,11
3735,560745478,11
3736,4776894904,11
3737,6028988192,11
3738,2083278130,11
3739,7761716419,11
3740,2146216228,1
3741,4081691356,1
3742,5667910129,11
3743,4411474641,111
3744,1715366251,11
3745,967023868,4111
3746,1268460372,1
3747,9903744551,111
3748,7904114295,11
3749,8607593497,4111
3750,7981582497,111
3751,9173044350,4111
3752,9244979341,11
3753,377191244,111
3754,6281472041,11
3755,2272597323,111
3756,3146870695,111
3757,5552395676,111
3758,1911275899,111
3759,7633816308,1
3760,8847821729,1
3761,8377818502,111
3762,2697492608,1
3763,9520464126,111
3764,7577760318,4111
3765,4609384485,11
3766,6175209790,111
3767,671499492,1
3768,6928217491,111
3769,9056588579,111
3770,7171462550,4111
3771,9129087828,4111
3772,7280982675,111
3773,696926254,11
3774,8267473394,11
3775,9854350148,1
3776,9718057473,1
3777,185630898,4111
3778,3010673487,1
3779,7840240074,1
3780,8186072733,4111
3781,8408697840,1
3782,7614252977,4111
3783,7206104543,11
3784,2631586599,4111
3785,9102800396,1
3786,2561783699,1
3787,6097788511,111
3788,8936827144,1
3789,8708398663,4111
3790,9444053740,11
3791,2233806051,111
3792,2592100843,1
3793,2552018365,1
3794,85662131,11
3795,4252560313,11
3796,3177972964,11
3797,1726774940,4111
3798,3354224155,4111
3799,6977421965,1
3800,6350016793,11
3801,4851697544,4111
3802,1921863552,111
3803,2904956211,111
3804,1715244784,11
3805,6167392782,1
3806,8322786652,111
3807,7651131784,111
3808,8748789187,4111
3809,3070799379,4111
3810,7492130353,111
3811,2846288454,4111
3812,9794413048,111
3813,3731979607,11
3814,949520570,1
3815,4830554795,4111
3816,6311661339,4111
3817,1594281122,111
3818,6944866373,1
3819,4509868083,1
3820,7073230419,11
3821,9883184431,11
3822,9214241895,111
3823,1870618420,4111
3824,445269393,111
3825,2353636059,1
3826,9462760699,11
3827,3559022429,4111
3828,3996397042,1
3829,1640945550,4111
3830,8498965363,111
3831,5679099051,111
3832,854928380,1
3833,412928220,1
3834,7479137318,4111
3835,8221909335,11
3836,2188137003,4111
3837,9434144592,1
3838,8759700221,1
3839,8652427880,111
3840,3022219190,1
3841,8370319593,1
3842,468800341,111
3843,3528359508,11
3844,1159055595,111
3845,3028357644,4111
3846,3183493951,111
3847,3162653481,1
3848,5249363561,1
3849,1139458228,11
3850,9715469680,4111
3851,7686652440,111
3852,4377656092,111
3853,2125210699,111
3854,6453259909,11
3855,4044223747,4111
3856,820503790,1
3857,1370287889,4111
3858,415786104,1
3859,8359217939,111
3860,5890384030,111
3861,1007396538,111
3862,9484584883,11
3863,7246211917,111
3864,5258408409,11
3865,750727270,1
3866,8782376985,111
3867,9725470829,11
3868,7005687717,11
3869,1535518166,4111
3870,4150782131,1
3871,526457705,4111
3872,9708885768,1
3873,5717188417,1
3874,9646928869,4111
3875,2642043261,11
3876,4509666573,111
3877,1660679404,1
3878,8655215540,11
3879,4001233713,111
3880,720558528,4111
3881,2157885827,4111
3882,8892960442,1
3883,744811782,4111
3884,7288252276,11
3885,5110216813,1
3886,9712547878,111
3887,4491233532,4111
3888,4292046204,4111
3889,2925746070,1
3890,6743474447,4111
3891,8441565587,11
3892,2165358334,4111
3893,8982544412,111
3894,1871289839,1
3895,4677518910,1
3896,6293513035,4111
3897,4827937548,1
3898,6346819097,111
3899,3915501213,111
3900,3408195334,11
3901,6459032168,11
3902,5653319316,111
3903,4137968053,1
3904,5211425384,4111
3905,4461111594,111
3906,6418247148,4111
3907,2468571811,4111
3908,903319357,11
3909,1814346192,4111
3910,4556078204,1
3911,7602532188,111
3912,8809520458,111
3913,210189669,4111
3914,5416180544,11
3915,4080035004,4111
3916,5196429798,4111
3917,4751185575,4111
3918,8636387461,11
3919,2658705807,11
3920,3948319541,1
3921,1855139681,111
3922,1627544186,111
3923,8579976600,111
3924,3323976670,111
3925,8554947389,1
3926,6277606698,4111
3927,1459554354,4111
3928,9806385187,1
3929,7869075744,4111
3930,4913568610,11
3931,9399557846,1
3932,3607984487,11
3933,8564631552,4111
3934,7942451044,11
3935,1566559606,4111
3936,8400649862,1
